trial_date,group_no,trial_venue,distance_m,going,group_time,group_sectional_times
11/12/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
11/12/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
09/12/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
09/12/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
09/12/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
09/12/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
05/12/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
05/12/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
05/12/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
05/12/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
04/12/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
04/12/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
04/12/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
04/12/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
02/12/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
02/12/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
02/12/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
02/12/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
01/12/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
01/12/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
01/12/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
01/12/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
28/11/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
28/11/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
28/11/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
28/11/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
27/11/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
27/11/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
27/11/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
27/11/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
25/11/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
25/11/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
25/11/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
25/11/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
21/11/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
21/11/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
21/11/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
21/11/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
20/11/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
20/11/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
20/11/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
20/11/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
18/11/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
18/11/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
18/11/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
18/11/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
17/11/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
17/11/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
17/11/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
17/11/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
14/11/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
14/11/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
14/11/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
14/11/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
13/11/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
13/11/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
13/11/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
13/11/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
11/11/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
11/11/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
11/11/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
11/11/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
07/11/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
07/11/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
07/11/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
07/11/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
06/11/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
06/11/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
06/11/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
06/11/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
04/11/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
04/11/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
04/11/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
04/11/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
31/10/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
31/10/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
31/10/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
31/10/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
30/10/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
30/10/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
30/10/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
30/10/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
28/10/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
28/10/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
28/10/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
28/10/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
27/10/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
27/10/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
27/10/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
27/10/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
24/10/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
24/10/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
24/10/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
24/10/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
23/10/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
23/10/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
23/10/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
23/10/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
21/10/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
21/10/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
21/10/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
21/10/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
18/10/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
18/10/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
18/10/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
18/10/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
17/10/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
17/10/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
17/10/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
17/10/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
16/10/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
16/10/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
16/10/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
16/10/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
14/10/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
14/10/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
14/10/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
14/10/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
13/10/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
13/10/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
13/10/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
13/10/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
10/10/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
10/10/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
10/10/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
10/10/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
09/10/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
09/10/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
09/10/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
09/10/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
06/10/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
06/10/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
06/10/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
06/10/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
03/10/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
03/10/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
03/10/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
03/10/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
30/09/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
30/09/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
30/09/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
30/09/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
29/09/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
29/09/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
29/09/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
29/09/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
27/09/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
27/09/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
27/09/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
27/09/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
26/09/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
26/09/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
26/09/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
26/09/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
23/09/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
23/09/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
23/09/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
23/09/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
19/09/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
19/09/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
19/09/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
19/09/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
18/09/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
18/09/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
18/09/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
18/09/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
16/09/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
16/09/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
16/09/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
16/09/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
12/09/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
12/09/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
12/09/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
12/09/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
11/09/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
11/09/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
11/09/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
11/09/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
09/09/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
09/09/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
09/09/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
09/09/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
08/09/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
08/09/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
08/09/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
08/09/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
05/09/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
05/09/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
05/09/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
05/09/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
04/09/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
04/09/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
04/09/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
04/09/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
03/09/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
03/09/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
03/09/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
03/09/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
02/09/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
02/09/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
02/09/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
02/09/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
01/09/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
01/09/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
01/09/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
01/09/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
30/08/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
30/08/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
30/08/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
30/08/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
29/08/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
29/08/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
29/08/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
29/08/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
27/08/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
27/08/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
27/08/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
27/08/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
26/08/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
26/08/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
26/08/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
26/08/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
25/08/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
25/08/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
25/08/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
25/08/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
22/08/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
22/08/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
22/08/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
22/08/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
21/08/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
21/08/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
21/08/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
21/08/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
11/07/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
11/07/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
11/07/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
11/07/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
08/07/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
08/07/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
