trial_date,group_no,trial_venue,distance_m,going,group_time,group_sectional_times
08/07/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
08/07/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
04/07/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
04/07/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
04/07/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
04/07/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
03/07/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
03/07/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
03/07/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
03/07/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
30/06/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
30/06/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
30/06/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
30/06/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
27/06/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
27/06/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
27/06/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
27/06/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
26/06/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
26/06/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
26/06/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
26/06/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
24/06/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
24/06/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
24/06/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
24/06/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
23/06/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
23/06/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
23/06/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
23/06/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
20/06/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
20/06/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
20/06/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
20/06/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
19/06/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
19/06/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
19/06/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
19/06/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
17/06/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
17/06/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
17/06/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
17/06/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
13/06/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
13/06/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
13/06/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
13/06/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
12/06/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
12/06/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
12/06/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
12/06/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
10/06/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
10/06/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
10/06/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
10/06/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
09/06/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
09/06/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
09/06/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
09/06/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
06/06/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
06/06/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
06/06/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
06/06/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
05/06/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
05/06/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
05/06/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
05/06/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
03/06/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
03/06/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
03/06/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
03/06/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
30/05/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
30/05/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
30/05/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
30/05/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
29/05/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
29/05/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
29/05/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
29/05/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
27/05/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
27/05/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
27/05/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
27/05/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
26/05/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
26/05/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
26/05/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
26/05/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
23/05/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
23/05/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
23/05/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
23/05/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
22/05/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
22/05/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
22/05/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
22/05/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
20/05/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
20/05/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
20/05/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
20/05/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
16/05/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
16/05/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
16/05/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
16/05/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
15/05/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
15/05/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
15/05/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
15/05/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
13/05/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
13/05/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
13/05/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
13/05/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
12/05/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
12/05/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
12/05/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
12/05/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
09/05/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
09/05/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
09/05/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
09/05/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
08/05/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
08/05/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
08/05/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
08/05/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
06/05/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
06/05/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
06/05/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
06/05/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
05/05/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
05/05/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
05/05/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
05/05/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
02/05/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
02/05/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
02/05/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
02/05/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
29/04/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
29/04/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
29/04/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
29/04/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
28/04/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
28/04/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
28/04/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
28/04/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
25/04/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
25/04/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
25/04/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
25/04/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
24/04/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
24/04/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
24/04/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
24/04/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
22/04/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
22/04/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
22/04/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
22/04/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
17/04/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
17/04/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
17/04/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
17/04/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
15/04/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
15/04/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
15/04/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
15/04/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
14/04/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
14/04/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
14/04/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
14/04/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
11/04/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
11/04/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
11/04/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
11/04/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
10/04/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
10/04/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
10/04/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
10/04/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
08/04/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
08/04/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
08/04/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
08/04/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
07/04/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
07/04/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
07/04/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
07/04/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
03/04/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
03/04/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
03/04/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
03/04/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
01/04/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
01/04/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
01/04/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
01/04/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
28/03/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
28/03/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
28/03/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
28/03/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
27/03/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
27/03/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
27/03/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
27/03/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
25/03/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
25/03/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
25/03/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
25/03/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
24/03/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
24/03/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
24/03/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
24/03/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
21/03/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
21/03/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
21/03/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
21/03/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
20/03/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
20/03/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
20/03/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
20/03/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
18/03/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
18/03/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
18/03/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
18/03/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
14/03/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
14/03/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
14/03/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
14/03/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
13/03/2025,1,沙田全天候跑道,1200,好地,1.10.96,25.6   23.0   22.3
13/03/2025,2,沙田全天候跑道,1200,好地,1.10.79,25.2   22.8   22.7
13/03/2025,3,沙田全天候跑道,1200,好地,1.10.26,24.8   22.7   22.7
13/03/2025,4,沙田全天候跑道,1200,好地,1.10.76,24.8   22.7   23.2
17/04/2026,1,從化草地,1000,好地,0.59.71,14.3   21.7   23.7
17/04/2026,2,從化草地,1000,好地,0.58.09,13.4   21.5   23.1
17/04/2026,3,從化草地,1000,好地,0.59.16,13.9   22.3   22.9
17/04/2026,4,從化草地,1600,好地,1.39.81,27.2   25.0   23.5   24.1
17/04/2026,5,從化草地,1200,好地,1.12.33,26.4   22.5   23.4
17/04/2026,6,從化草地,1200,好地,1.12.30,25.0   23.5   23.8
17/04/2026,7,從化草地,1200,好地,1.11.83,24.9   22.9   24.0
17/04/2026,8,從化草地,1200,好地,1.12.42,24.5   22.6   25.3
17/04/2026,9,從化草地,1200,好地,1.11.65,24.6   22.7   24.3
21/04/2026,1,沙田全天候跑道,1200,好地,1.09.48,24.5   22.2   22.7
21/04/2026,2,沙田全天候跑道,1200,好地,1.08.89,24.0   22.0   22.8
21/04/2026,3,沙田全天候跑道,1050,好地,1.00.83,16.2   22.1   22.5
20/04/2026,1,沙田全天候跑道,1200,好地,1.09.48,24.5   22.2   22.7
20/04/2026,2,沙田全天候跑道,1200,好地,1.08.89,24.0   22.0   22.8
20/04/2026,3,沙田全天候跑道,1050,好地,1.00.83,16.2   22.1   22.5
